Date,Name,Average_Price_SA
1995-04-01,Greater London,93954.302362593997
1995-04-01,Greater Manchester,52463.950922373078
1995-04-01,Greenwich,80085.186326066265
1995-04-01,Gwynedd,45413.753826980203
1995-04-01,Hackney,75348.805088610898
1995-04-01,Halton,54473.122431892771
1995-04-01,Hammersmith And Fulham,117403.80451759601
1995-04-01,Hampshire,75116.292137312805
1995-04-01,Haringey,84896.865828618727
1995-04-01,Harrow,87882.532297331432
1995-04-01,Hartlepool,66919.728974097641
1995-04-01,Havering,87859.007271114227
1995-04-01,Herefordshire,68038.403211114477
1995-04-01,Hertfordshire,78868.730494834206
1995-04-01,Hillingdon,89686.256669380367
1995-04-01,Hounslow,79366.96789897939
1995-04-01,Isle Of Anglesey,47327.15329957955
1995-04-01,Isle Of Wight,48136.541811222814
1995-04-01,Islington,96074.338736280508
1995-04-01,Kensington And Chelsea,180573.91492787757
1995-04-01,Kent,65035.220255412845
1995-04-01,Kingston Upon Thames,88300.107351582483
1995-04-01,Kirklees,54516.150153969742
1995-04-01,Knowsley,57512.168107917794
1995-04-01,Lambeth,75313.884532195021
1995-04-01,Lancashire,57185.870223462269
1995-04-01,Leeds,59195.052659081455
1995-04-01,Leicester,51369.96413258832
1995-04-01,Leicestershire,61441.449455722599
1995-04-01,Lewisham,75919.783560458207
1995-04-01,Lincolnshire,52520.661555820421
1995-04-01,Liverpool,49132.650074257072
1995-04-01,London,93954.302362593997
1995-04-01,Luton,47965.432695256823
1995-04-01,Manchester,52420.459480691869
1995-04-01,Medway,54339.274600067947
1995-04-01,Merseyside,52706.41036488914
1995-04-01,Merthyr Tydfil,38047.66120274589
1995-04-01,Merton,86425.751547117805
1995-04-01,Middlesbrough,55269.000336243676
1995-04-01,Milton Keynes,56167.94836542671
1995-04-01,Monmouthshire,74539.027029520628
1995-04-01,Neath Port Talbot,46409.000359377023
1995-04-01,Newcastle Upon Tyne,50931.298216678115
1995-04-01,Newham,69034.855858465875
1995-04-01,Newport,48714.467300928613
1995-04-01,Norfolk,53586.59393172164
1995-04-01,North East,53292.080956389211
1995-04-01,North East Lincolnshire,47612.891222071004
1995-04-01,North Lincolnshire,48196.801482198149
1995-04-01,North Somerset,65838.866431083341
1995-04-01,North Tyneside,55096.210971363886
1995-04-01,North West,54749.782716729249
1995-04-01,North Yorkshire,67312.927038894748
1995-04-01,Northamptonshire,55945.61351909121
1995-04-01,Northumberland,58763.425150004245
1995-04-01,Nottinghamshire,54731.440287295947
1995-04-01,Oldham,44130.255036913084
1995-04-01,Oxfordshire,78042.736017790274
1995-04-01,Pembrokeshire,44543.168440853013
1995-04-01,Poole,68276.414122343005
1995-04-01,Portsmouth,56244.827068598068
1995-04-01,Powys,56104.2026086599
1995-04-01,Reading,65339.249570275955
1995-04-01,Redbridge,93161.733354247699
1995-04-01,Redcar And Cleveland,63841.76687697637
1995-04-01,Rhondda Cynon Taff,41260.295597247212
1995-04-01,Richmond Upon Thames,117807.67546312828
1995-04-01,Rochdale,48848.202461568668
1995-04-01,Rotherham,53124.110848392855
1995-04-01,Rutland,79199.985540035035
1995-04-01,Salford,52569.869374076305
1995-04-01,Sandwell,49536.302458835336
1995-04-01,Sefton,56219.739694656033
1995-04-01,Semi-All,57538.098478598688
1995-04-01,Sheffield,49759.749005228485
1995-04-01,Shropshire,62408.542391699084
1995-04-01,Slough,63465.368413922581
1995-04-01,Solihull,76299.538078921338
1995-04-01,Somerset,62848.441527860326
1995-04-01,South East,71051.877028805218
1995-04-01,South Gloucestershire,65533.987155442432
1995-04-01,South Tyneside,52651.525271553968
1995-04-01,South West,60359.15312920518
1995-04-01,South Yorkshire,49837.656020373099
1995-04-01,Southampton,55503.267628387963
1995-04-01,Southend-On-Sea,51595.770719164408
1995-04-01,Southwark,78766.506510783816
1995-04-01,St Helens,49704.895193111231
1995-04-01,Staffordshire,58283.479522885769
1995-04-01,Stockport,57992.848116068468
1995-04-01,Stockton-On-Tees,61634.094496428515
1995-04-01,Stoke-On-Trent,42825.20424118275
1995-04-01,Suffolk,57645.128265261876
1995-04-01,Sunderland,48487.832632570564
1995-04-01,Surrey,96358.210251103621
1995-04-01,Sutton,81070.582239744821
1995-04-01,Swansea,50311.789468477167
1995-04-01,Swindon,56984.278005490291
1995-04-01,Tameside,49333.94850568063
1995-04-01,Terrace-All,48679.662587090927
1995-04-01,The Vale Of Glamorgan,61816.736682983705
1995-04-01,Thurrock,56522.861514531884
1995-04-01,Torbay,58595.683696609296
1995-04-01,Torfaen,45667.937665137353
1995-04-01,Tower Hamlets,95733.158902940457
1995-04-01,Trafford,61650.716338367885
1995-04-01,Tyne And Wear,51140.479271503762
1995-04-01,Wakefield,56423.816625813401
1995-04-01,Wales,50482.51266330856
1995-04-01,Walsall,52542.612034090707
1995-04-01,Waltham Forest,66274.09065412615
1995-04-01,Wandsworth,86304.249825800012
1995-04-01,Warrington,63048.801104705388
1995-04-01,Warwickshire,64476.638389286061
1995-04-01,West Berkshire,80746.117694996588
1995-04-01,West Midlands,52760.430897589235
1995-04-01,West Midlands (region),57430.229676792747
1995-04-01,West Sussex,69596.546278462192
1995-04-01,West Yorkshire,56386.619182113951
1995-04-01,Wigan,49997.33872741845
1995-04-01,Wiltshire,68787.595467794934
1995-04-01,Windsor And Maidenhead,97625.303703845217
1995-04-01,Wirral,53329.72180970123
1995-04-01,Wokingham,94360.849834239736
1995-04-01,Wolverhampton,46335.063781204037
1995-04-01,Worcestershire,66762.171895459251
1995-04-01,Wrekin,58944.720527020298
1995-04-01,Wrexham,51110.32422008548
1995-04-01,York,66140.22606492629
1995-04-01,Yorks & Humber,57997.830249331411
1995-05-01,Barking And Dagenham,79760.876505303328
1995-05-01,Barnet,96632.108873403296
1995-05-01,Barnsley,51094.530023851745
1995-05-01,Bath And North East Somerset,72733.241391317002
1995-05-01,Bedford,57837.388406750026
1995-05-01,Bexley,81574.331570175797
1995-05-01,Birmingham,52152.175837517738
1995-05-01,Blackburn With Darwen,47167.817572999062
1995-05-01,Blackpool,51667.156942708432
1995-05-01,Blaenau Gwent,37744.270667902216
1995-05-01,Bolton,49337.543761788736
1995-05-01,Bournemouth,58197.102982189492
1995-05-01,Bracknell Forest,77932.860527820332
1995-05-01,Bradford,55137.107687758289
1995-05-01,Brent,79561.70898653692
1995-05-01,Bridgend,60558.985167350802
1995-05-01,Brighton And Hove,53826.726824763042
1995-05-01,Bromley,88645.372098062755
1995-05-01,Buckinghamshire,87329.700185024194
1995-05-01,Bury,52353.52138349646
1995-05-01,Caerphilly,45955.531868554557
1995-05-01,Calderdale,49313.488951468818
1995-05-01,Cambridgeshire,65758.725898334334
1995-05-01,Camden,125896.31324953945
1995-05-01,Cardiff,58329.953094844961
1995-05-01,Carmarthenshire,41215.821824845436
1995-05-01,Central Bedfordshire,63895.568053457311
1995-05-01,Ceredigion,49292.606770490311
1995-05-01,Cheshire East,62926.438991274597
1995-05-01,Cheshire West And Chester,65134.718108475179
1995-05-01,City Of Bristol,48822.762919386936
1995-05-01,City Of Derby,45993.792364713459
1995-05-01,City Of Kingston Upon Hull,46787.941380508775
1995-05-01,City Of Nottingham,45122.864851305138
1995-05-01,City Of Peterborough,50769.815785654166
1995-05-01,City Of Plymouth,47139.273049247953
1995-05-01,City Of Westminster,145912.84944430675
1995-05-01,Conwy,50422.417761458644
1995-05-01,Cornwall,55248.038933565826
1995-05-01,Coventry,47971.444336344073
1995-05-01,Croydon,81660.726647360076
1995-05-01,Cumbria,54638.121232908314
1995-05-01,Darlington,56402.464675985575
1995-05-01,Denbighshire,53330.103687712843
1995-05-01,Derbyshire,53293.571683632945
1995-05-01,Detached-All,91894.223248412731
1995-05-01,Devon,62257.198100165078
1995-05-01,Doncaster,51277.321902433388
1995-05-01,Dorset,70120.021809893777
1995-05-01,Dudley,57642.063516447546
1995-05-01,Durham,50881.991400167601
1995-05-01,E&W-All,61554.910638007503
1995-05-01,Ealing,87678.980865079939
1995-05-01,East,62742.219947706464
1995-05-01,East Midlands,53577.969281063124
1995-05-01,East Riding Of Yorkshire,61811.218540083915
1995-05-01,East Sussex,60667.7330345394
1995-05-01,Enfield,83446.688299144662
1995-05-01,Essex,66590.983652612034
1995-05-01,Flat-All,57801.86031266192
1995-05-01,Flintshire,52895.764536896851
1995-05-01,Gateshead,46085.941095538146
1995-05-01,Gloucestershire,63593.089705807841
1995-05-01,Greater London,94223.082284766642
1995-05-01,Greater Manchester,51881.505002219768
1995-05-01,Greenwich,80795.661992703477
1995-05-01,Gwynedd,45783.906019995484
1995-05-01,Hackney,75745.535439281666
1995-05-01,Halton,51923.963864532263
1995-05-01,Hammersmith And Fulham,119014.09633878757
1995-05-01,Hampshire,74949.053450082982
1995-05-01,Haringey,87342.987066836416
1995-05-01,Harrow,90331.648122115555
1995-05-01,Hartlepool,55735.550242081728
1995-05-01,Havering,84909.01101896922
1995-05-01,Herefordshire,68535.085539381966
1995-05-01,Hertfordshire,80056.865930510976
1995-05-01,Hillingdon,84811.455402502193
1995-05-01,Hounslow,89203.235252592305
1995-05-01,Isle Of Anglesey,45293.296888572782
1995-05-01,Isle Of Wight,50181.593268010576
1995-05-01,Islington,99302.985352653603
1995-05-01,Kensington And Chelsea,174728.80309772526
1995-05-01,Kent,64861.373161701871
1995-05-01,Kingston Upon Thames,90421.858137517018
1995-05-01,Kirklees,54810.111275765834
1995-05-01,Knowsley,55058.908523427017
1995-05-01,Lambeth,77226.604188474783
1995-05-01,Lancashire,57471.389467089779
1995-05-01,Leeds,57679.225401172764
1995-05-01,Leicester,46166.046283184442
1995-05-01,Leicestershire,61018.041185608003
1995-05-01,Lewisham,73362.079634812893
1995-05-01,Lincolnshire,52163.160481243249
1995-05-01,Liverpool,51719.243322100236
1995-05-01,London,94223.082284766642
1995-05-01,Luton,48307.485448705098
1995-05-01,Manchester,47635.748819388304
1995-05-01,Medway,53496.536445841615
1995-05-01,Merseyside,53176.010733422154
1995-05-01,Merthyr Tydfil,30429.275443671591
1995-05-01,Merton,84330.850762272079
1995-05-01,Middlesbrough,54615.432491759166
1995-05-01,Milton Keynes,57388.988509313036
1995-05-01,Monmouthshire,67842.251975744133
1995-05-01,Neath Port Talbot,37521.882689444239
1995-05-01,Newcastle Upon Tyne,51195.938897695327
1995-05-01,Newham,68364.303004526679
1995-05-01,Newport,49527.980017732443
1995-05-01,Norfolk,55156.038511260049
1995-05-01,North East,53775.990111206629
1995-05-01,North East Lincolnshire,49193.671852034713
1995-05-01,North Lincolnshire,54250.006938365033
1995-05-01,North Somerset,65262.502249868558
1995-05-01,North Tyneside,53174.573449571253
1995-05-01,North West,54923.907179891423
1995-05-01,North Yorkshire,67093.101507974803
1995-05-01,Northamptonshire,55452.429800950325
1995-05-01,Northumberland,56531.326399282589
1995-05-01,Nottinghamshire,55804.490363759258
1995-05-01,Oldham,46647.577440541747
1995-05-01,Oxfordshire,79683.891136942388
1995-05-01,Pembrokeshire,49227.744774987797
1995-05-01,Poole,67410.232083431387
1995-05-01,Portsmouth,55699.68442801066
1995-05-01,Powys,59752.412661369373
1995-05-01,Reading,67268.152500513257
1995-05-01,Redbridge,90157.629498560214
1995-05-01,Redcar And Cleveland,57980.767556074556
1995-05-01,Rhondda Cynon Taff,42214.886981418684
1995-05-01,Richmond Upon Thames,118926.40105795434
1995-05-01,Rochdale,48767.467669844642
1995-05-01,Rotherham,52743.136415354522
1995-05-01,Rutland,75975.037482272994
1995-05-01,Salford,47126.39739366596
1995-05-01,Sandwell,51261.997798547505
1995-05-01,Sefton,58581.305540523244
1995-05-01,Semi-All,57472.371371689616
1995-05-01,Sheffield,50132.482934377156
1995-05-01,Shropshire,60291.186167417349
1995-05-01,Slough,61340.414346932099
1995-05-01,Solihull,76326.232467328664
1995-05-01,Somerset,61722.438958522187
1995-05-01,South East,71296.951722711601
1995-05-01,South Gloucestershire,64245.306241944651
1995-05-01,South Tyneside,51761.309397579404
1995-05-01,South West,60074.307293495884
1995-05-01,South Yorkshire,51007.128623704222
1995-05-01,Southampton,53971.002770735846
1995-05-01,Southend-On-Sea,49072.06836696485
1995-05-01,Southwark,82981.802461259314
1995-05-01,St Helens,49753.102482885777
1995-05-01,Staffordshire,58953.551776706387
1995-05-01,Stockport,59698.423203537146
1995-05-01,Stockton-On-Tees,62083.634033859256
1995-05-01,Stoke-On-Trent,43817.792397813711
1995-05-01,Suffolk,57522.696029990926
1995-05-01,Sunderland,52213.475233245532
1995-05-01,Surrey,97018.190876005639
1995-05-01,Sutton,81427.834918990702
1995-05-01,Swansea,57217.244039193676
1995-05-01,Swindon,57392.424940029101
1995-05-01,Tameside,50974.294012159116
1995-05-01,Terrace-All,48989.871066418003
1995-05-01,The Vale Of Glamorgan,63212.160533026348
1995-05-01,Thurrock,56039.972604400922
1995-05-01,Torbay,56215.100435969238
1995-05-01,Torfaen,44947.448677098357
1995-05-01,Tower Hamlets,96009.92600475892
1995-05-01,Trafford,61581.444628385478
1995-05-01,Tyne And Wear,51224.800849864907
1995-05-01,Wakefield,54457.3163130053
1995-05-01,Wales,50966.866819775409
1995-05-01,Walsall,55575.961873391891
1995-05-01,Waltham Forest,66020.076256074564
1995-05-01,Wandsworth,87475.552403121343
1995-05-01,Warrington,62825.04455084019
1995-05-01,Warwickshire,64226.928182400967
1995-05-01,West Berkshire,79029.203797268929
1995-05-01,West Midlands,53655.651765858252
1995-05-01,West Midlands (region),57815.80714373268
1995-05-01,West Sussex,70126.544367503957
1995-05-01,West Yorkshire,55423.98443091652
1995-05-01,Wigan,54326.509932326873
1995-05-01,Wiltshire,68965.16537133239
1995-05-01,Windsor And Maidenhead,105959.96771012187
1995-05-01,Wirral,51324.812383934819
1995-05-01,Wokingham,95940.315826528837
1995-05-01,Wolverhampton,47843.276479987828
1995-05-01,Worcestershire,66381.40310200752
1995-05-01,Wrekin,59618.010012217106
1995-05-01,Wrexham,51560.655665240025
1995-05-01,York,66350.9670562315
1995-05-01,Yorks & Humber,57409.285836347619
1995-06-01,Barking And Dagenham,78775.201420774407
1995-06-01,Barnet,96497.218044260168
1995-06-01,Barnsley,51469.266002928234
1995-06-01,Bath And North East Somerset,70505.885549581595
1995-06-01,Bedford,56893.623570992517
1995-06-01,Bexley,83517.49023074079
1995-06-01,Birmingham,52055.592189071031
1995-06-01,Blackburn With Darwen,43509.833030334805
1995-06-01,Blackpool,50368.710061148493
1995-06-01,Blaenau Gwent,43196.631960656647
1995-06-01,Bolton,51856.123886519832
1995-06-01,Bournemouth,58847.986399628811
1995-06-01,Bracknell Forest,77985.484789003589
1995-06-01,Bradford,53541.093724430721
1995-06-01,Brent,71766.821185034671
1995-06-01,Bridgend,58973.316049290821
1995-06-01,Brighton And Hove,54793.048439841623
1995-06-01,Bromley,89660.267433414338
1995-06-01,Buckinghamshire,87858.241344548005
1995-06-01,Bury,55489.835154670756
1995-06-01,Caerphilly,46566.745835524431
1995-06-01,Calderdale,48419.937771047509
1995-06-01,Cambridgeshire,64965.779866105186
1995-06-01,Camden,125833.58452559523
1995-06-01,Cardiff,56258.017404715858
1995-06-01,Carmarthenshire,46614.000890350224
1995-06-01,Central Bedfordshire,62044.292244226002
1995-06-01,Ceredigion,56255.252653932861
1995-06-01,Cheshire East,62739.465695218394
1995-06-01,Cheshire West And Chester,64601.171958542895
1995-06-01,City Of Bristol,51477.184671254952
1995-06-01,City Of Derby,46933.396458844989
1995-06-01,City Of Kingston Upon Hull,48089.789005250896
1995-06-01,City Of Nottingham,47001.278397089111
1995-06-01,City Of Peterborough,48330.694504078958
1995-06-01,City Of Plymouth,47479.311063211186
1995-06-01,City Of Westminster,147151.18023294568
1995-06-01,Conwy,54202.534663452388
1995-06-01,Cornwall,55203.015425609236
1995-06-01,Coventry,46554.786851866498
1995-06-01,Croydon,78532.458546021648
1995-06-01,Cumbria,53719.2025153328
1995-06-01,Darlington,54995.615110195453
1995-06-01,Denbighshire,52103.748906571462
1995-06-01,Derbyshire,52712.725217812927
1995-06-01,Detached-All,92241.603866535384
1995-06-01,Devon,62680.52334300481
1995-06-01,Doncaster,49978.14177184755
1995-06-01,Dorset,69835.343126442778
1995-06-01,Dudley,59550.092514823547
1995-06-01,Durham,46986.201617227918
1995-06-01,E&W-All,61474.850730824204
1995-06-01,Ealing,91698.439928640844
1995-06-01,East,61588.631574246079
1995-06-01,East Midlands,53830.594027603263
1995-06-01,East Riding Of Yorkshire,61562.857577927804
1995-06-01,East Sussex,62189.267937790682
1995-06-01,Enfield,84531.475440423208
1995-06-01,Essex,66073.119947107887
1995-06-01,Flat-All,57877.694740261402
1995-06-01,Flintshire,51555.129545604752
1995-06-01,Gateshead,47488.842834672643
1995-06-01,Gloucestershire,63036.382698415073
1995-06-01,Greater London,93782.084432243049
1995-06-01,Greater Manchester,52070.718294037913
1995-06-01,Greenwich,80150.442136750251
1995-06-01,Gwynedd,44331.015896138764
1995-06-01,Hackney,70722.990331056397
1995-06-01,Halton,51000.779544385106
1995-06-01,Hammersmith And Fulham,110613.03357672773
1995-06-01,Hampshire,74503.916711102705
1995-06-01,Haringey,88517.94989278978
1995-06-01,Harrow,86191.921634780141
1995-06-01,Hartlepool,58687.095514901892
1995-06-01,Havering,89646.967569899876
1995-06-01,Herefordshire,66462.599650022632
1995-06-01,Hertfordshire,78875.239055454775
1995-06-01,Hillingdon,80347.093641265936
1995-06-01,Hounslow,85938.52716862243
1995-06-01,Isle Of Anglesey,49387.888529721909
